py,ch,en
suān,酸,"sour / sore / ache / acid
sour / tart / sick at heart / grieved / sore / aching / pedantic / impractical / an acid"
suàn,算,to regard as / to figure / to calculate / to compute
suàn,蒜,"garlic
garlic / CL:頭|头[tou2],瓣[ban4]"
sūi,睢,"(surname) / stare
to stare"
sūi,虽,although / even though
sūi,濉,name of a river
sūi,荽,coriander
sūi,眭,"evil look of deep-set eyes
to have a deep or piercing gaze"
niào,尿,"urinate / urine
see 尿[niao4]"
sūi,绥,"pacify
to pacify / Taiwan pr. [sui1]"
súi,随,"to follow / to comply with / to allow / (surname)
to follow / to comply with / varying according to... / to allow / subsequently"
súi,隋,"name of a dynasty
the Sui dynasty (581-617 AD) / surname Sui"
sǔi,髓,"marrow
marrow / essence / quintessence / pith (soft interior of plant stem)"
sùi,隧,"subterranean / underground passage
tunnel / underground passage"
sùi,燧,"fire / speculum
fire / speculum / to obtain fire by drilling wood, striking flint, sun's rays etc"
sùi,谇,abuse
sùi,穗,"ear of grain
ear of grain / fringe / tassel"
sùi,碎,to break down / to break into pieces / fragmentary
sùi,岁,"year / years old / (a measure word)
classifier for years (of age) / year / year (of crop harvests)"
sùi,邃,deep / distant / mysterious
sùi,祟,evil spirit
sùi,遂,"forthwith
to satisfy / to succeed / then / thereupon / finally / unexpectedly / to proceed / to reach"
sūn,孙,"grandson
grandson / descendant"
sūn,狲,(monkey)
sūn,荪,fragrant grass
sūn,飧,"supper
variant of 飧[sun1]"
sǔn,笋,bamboo shoot
sǔn,榫,"tenon and mortise
tenon (cabinetmaking)"
sǔn,损,"to damage / injure / to lose / to harm
to decrease / to lose / to damage / to harm / (coll.) to speak sarcastically / to deride / caustic / mean / one of the 64 trigrams of the Book of Changes (old)"
suō,缩,to withdraw / to pull back / to contract / to shrink / to reduce / abbreviation / also pr. [su4]
suō,梭,"shuttle
shuttle (textiles) / to move back and fro"
suō,桫,"Stewartia pseudocamellia
horse chestnut / Stewartia pseudocamellia (botany)"
suō,挲,feel / to fondle
suō,嗦,suck
suō,唆,"incite / suck
to suck / to incite"
suō,娑,(phonetic) / see 婆娑[po2 suo1]
suō,羧,"(chem.) carboxyl (radical)
carboxyl radical (chemistry)"
suǒ,索,to search / to demand / to ask / to exact / large rope / isolated
suǒ,琐,fragmentary / trifling
suǒ,锁,"to lock up / to lock
old variant of 鎖|锁[suo3]"
suǒ,所,"actually / place
actually / place / classifier for houses, small buildings, institutions etc / that which / particle introducing a relative clause or passive / CL:個|个[ge4]"
tā,它,it
shé,铊,"thallium
thallium (chemistry)"
tā,他,"he / him
he or him / (used for either sex when the sex is unknown or unimportant) / (used before sb's name for emphasis) / (used as a meaningless mock object) / other / another"
tā,她,she
tā,塌,"collapse
to collapse / to droop / to settle down"
tǎ,塔,"pagoda / tower
old variant of 塔[ta3]"
tà,獭,"otter
otter / Taiwan pr. [ta4]"
tà,沓,"(surname) / again and again / many
again and again / many"
tà,挞,flog / rapid
tà,闼,door of an inner room
tà,踏,"step on
to tread / to stamp / to step on / to press a pedal / to investigate on the spot"
tà,榻,couch
tà,蹋,"step on
to step on"
tà,嗒,to despair
tà,漯,name of a river
tà,遢,"careless, negligent, slipshod / see 邋遢[la1 ta5]"
tuò,拓,"make rubbing, expand / support on palm / to develop / to open up
to expand / to push sth with the hand / to develop / to open up"
tāi,胎,"fetus / litter
fetus / litter / tire / abbr. of 輪胎|轮胎"
tái,苔,"coating (of tongue), moss
moss"
tái,炱,soot
tái,台,"surname / (classical) you (in letters) / platform / Taiwan (abbr.), desk / platform, (measure word) / platform / stage / terrace / stand / support / desk / station / broadcasting station, typhoon
typhoon"
tái,抬,to lift / to raise / (of two or more persons) to carry
tái,薹,Carex dispalatha
tái,跆,"trample
to trample, to kick"
tái,鲐,"globefish
mackerel / Pacific mackerel (Pneumatophorus japonicus)"
tái,邰,surname Tai / name of a feudal state
tái,骀,tired / worn out horse
tài,泰,safe / peaceful / most / Thai(land) / grand
tài,态,"attitude
(bound form) / appearance / shape / form / state / attitude / (grammar) voice"
tài,汰,to discard / to eliminate / too
tài,太,highest / greatest / too (much) / very / extremely
tài,酞,phthalein (chemistry)
tài,肽,"peptide
peptide (two or more amino acids linked by peptide bonds CO-NH)"
tài,钛,"titanium
titanium (chemistry)"
tān,贪,"greedy
to have a voracious desire for / to covet / greedy / corrupt"
tān,瘫,paralyzed
tān,滩,"beach / shoal
beach / shoal / rapids / CL:片[pian4] / classifier for liquids: pool, puddle"
tān,摊,to spread out / vendor's stand
tān,坍,to collapse
tán,坛,"altar
earthen jar"
tán,郯,surname Tan / name of an ancient city
tán,镡,"(surname) / knob on a sword-handle
knob on a sword-handle"
tán,锬,long spear
tán,檀,"sandal wood
sandalwood / hardwood / purple-red"
tán,潭,"(surname) / deep
deep pool / pond / pit (dialect) / depression"
tán,昙,dark clouds
tán,谈,to speak / to talk / to converse / to chat / to discuss / (surname)
tán,谭,"(surname)
variant of 談|谈[tan2]"
tán,覃,"(surname) / deep
deep"
tán,痰,phlegm / spittle
tǎn,毯,blanket / rug
tǎn,袒,"to bare
old variant of 袒[tan3]"
tǎn,忐,nervous
tǎn,坦,flat / open-hearted / level / smooth
tàn,探,to explore / to search out / to scout / to visit / to stretch forward
tàn,叹,"to sigh
variant of 嘆|叹[tan4]"
tàn,碳,"carbon
carbon (chemistry)"
tàn,炭,"carbon / charcoal
wood charcoal / coal"
tāng,羰,carbonyl (radical)
tāng,汤,"(surname) / soup
soup / hot or boiling water / decoction of medicinal herbs / water in which sth has been boiled"
tāng,镗,noise of drums
táng,螳,praying mantis
táng,堂,"(main) hall / large room
(main) hall / large room for a specific purpose / CL:間|间[jian1] / relationship between cousins etc on the paternal side of a family / of the same clan / classifier for classes, lectures etc / classifier for sets of furniture"
táng,塘,"pond
dyke / embankment / pool or pond / hot-water bathing pool"
táng,唐,"Tang dynasty (618-907)
to exaggerate / empty / in vain / old variant of 螗[tang2]"
táng,棠,cherry-apple
táng,螗,"(cicada)
variety of small cicada with a green back and a clear song (in ancient books)"
táng,醣,"carbohydrate
carbohydrate / old variant of 糖[tang2]"
táng,搪,"keep out
to keep out / to hold off / to ward off / to evade / to spread / to coat / to smear / to daub"
táng,糖,"sugar / sweets / candy
old variant of 糖[tang2]"
táng,瑭,(jade)
táng,溏,noncoagulative / pond
táng,膛,chest (of body) / hollow space / throat
tǎng,傥,if / unexpectedly
tǎng,躺,to recline / to lie down
tǎng,倘,"if
if / supposing / in case"
tǎng,帑,"treasury
state treasury / public funds"
tǎng,淌,"drip / to shed (tears)
to drip / to trickle / to shed (tears)"
tàng,趟,"a time / a trip
classifier for times, round trips or rows / a time / a trip"
tàng,烫,"to scald / to burn / to iron / hot
to scald / to burn (by scalding) / to blanch (cooking) / to heat (sth) up in hot water / to perm / to iron / scalding hot"
tāo,掏,"fish out (from pocket)
variant of 掏[tao1]"
tāo,饕,"gluttonous
gluttonous / see 饕餮[tao1 tie4], zoomorphic mask motif"
tāo,涛,"big wave
big wave / Taiwan pr. [tao2]"
tāo,滔,overflow / torrent-dash
tāo,韬,"bow case / to cover
bow case or scabbard / to hide / military strategy"
tāo,绦,"braid / cord / sash
variant of 絛|绦[tao1]"
táo,逃,to escape / to run away / to flee
táo,桃,peach
táo,啕,wail
táo,淘,"cleanse / eliminate / to clean out / to wash
to wash / to clean out / to cleanse / to eliminate / to dredge"
táo,陶,"pottery, (surname) / pleased / pottery
pottery / pleased"
táo,萄,"grapes
see 葡萄[pu2 tao5]"
táo,洮,to cleanse / name of a river
tǎo,讨,"ask for / send punitive expedition / to demand / to marry
to invite / to provoke / to demand or ask for / to send armed forces to suppress / to denounce or condemn / to marry (a woman) / to discuss or study"
tào,套,"to cover / covering / case / cover / (a measure word, a set of something) / sheath
to cover / to encase / cover / sheath / to overlap / to interleave / to model after / to copy / formula / harness / loop of rope / (fig.) to fish for / to obtain slyly / classifier for sets, collections / bend (of a river or mountain range, in place names) / tau (Greek letter Ττ)"
tè,特,"special / unusual / extraordinary, male animal / special (-ly)
special / unique / distinguished / especially / unusual / very"
tè,忑,nervous
tè,铽,"terbium
terbium (chemistry)"
tè,慝,evil thought
tè,忒,"excessive / to change
(dialect) too / very / also pr. [tui1]"
téng,誊,"make a (clean) copy
to transcribe / to copy out / (free word)"
téng,疼,(it) hurts / love fondly / ache / pain / sore
téng,腾,to soar / to gallop / to prance / to turn over / to vacate / to clear
téng,藤,rattan / cane / vine
téng,滕,"(surname) / place name
vassal state of Zhou in Shandong / Teng county in Shandong / surname Teng"
tì,锑,"antimony
antimony (chemistry)"
tī,剔,"pick (as teeth)
to scrape the meat from bones / to pick (teeth etc) / to weed out"
tī,梯,"ladder
ladder / stairs"
tī,踢,"kick / play (football or soccer)
to kick / to play (e.g. soccer)"
tí,缇,"orange red silk
orange-red silk / orange-red colored"
tí,蹄,"hoof / pork shoulder
variant of 蹄[ti2]"
tí,绨,coarse greenish black pongee
tí,题,"topic / subject / to inscribe / to superscribe
topic / problem for discussion / exam question / subject / to inscribe / to mention / CL:個|个[ge4],道[dao4]"
tí,鹈,pelican
tí,啼,"mourn / to cry / hoof
variant of 啼[ti2]"
tí,荑,"(grass), to weed
to weed"
tǐ,体,"body / form / style / system
body / form / style / system / substance / to experience / aspect (linguistics)"
tì,惕,fearful / respectful
tì,悌,to do one's duty as a younger brother
tì,涕,"nasal mucus / tears
tears / nasal mucus"
tì,倜,energetic / exalted / magnanimous
tì,剃,"shave, shave / to weed
variant of 剃[ti4]"
tì,替,to substitute for / to take the place of / to replace / for / on behalf of / to stand in for
tì,屉,drawer / tier / tray
tì,嚏,sneeze
tì,逖,far
tiān,天,day / sky / heaven
tiān,添,to add / to increase / to replenish
tián,恬,quiet / calm / tranquil / peaceful
tián,填,"to fill in
to fill or stuff / (of a form etc) to fill in"
tián,阗,fill up / rumbling sound
tián,田,"(surname) / field / farm
field / farm / CL:片[pian4]"
tián,畋,to cultivate (land) / to hunt
tián,甜,sweet
tiǎn,腆,make strong (as liquors) / virtuous
tiǎn,殄,"exterminate
to exterminate"
tiǎn,舔,to lick / to lap
tiǎn,忝,to shame
tiāo,祧,ancestral hall
tiāo,佻,frivolous / unsteady / delay
tiāo,挑,"carry on a pole / choose, incite
to raise / to dig up / to poke / to prick / to incite / to stir up"
tiáo,鲦,"Chub leuciehthys
Korean sharpbelly (fish, Hemiculter leucisculus) / chub"
tiáo,笤,broom
tiáo,迢,remote
tiáo,苕,"Teocoma grandiflora
reed grass / Chinese trumpet vine (Campsis grandiflora) (old)"
tiáo,髫,"tufts of hair on children
(literary) hair hanging down in front (children's hairstyle)"
tiáo,龆,shed the milk teeth / young
tiáo,蜩,cicada
tiáo,条,"measure word for long, thin things (i.e. ribbon, river, etc.) / a strip / item / article
strip / item / article / clause (of law or treaty) / classifier for long thin things (ribbon, river, road, trousers etc)"
tiǎo,窕,"quiet and elegant
quiet and secluded / gentle, graceful, and elegant"
tiào,跳,"jump / hop / skip (a grade) / to leap / to bounce / to beat
to jump / to hop / to skip over / to bounce / to palpitate"
tiào,眺,"gaze afar
to gaze into the distance"
tiē,贴,"to stick / to paste / to keep close to / to fit snugly / subsidize / allowance
to stick / to paste / to post (e.g. on a blog) / to keep close to / to fit snugly / to subsidize / allowance (e.g. money for food or housing) / sticker / classifier for sticking plaster: strip"
tiē,帖,"fit snugly, invitation card / notice, rubbing from incised inscription
rubbing from incised inscription"
tiě,铁,"iron
iron (metal) / arms / weapons / hard / strong / violent / unshakeable / determined / close / tight (slang)"
tiè,餮,"gluttonous
gluttonous / see 饕餮[tao1 tie4], zoomorphic mask motif"
tīng,汀,"sand-bank
sandbar / shoal / sandbank"
tīng,厅,"(reception) hall / office
(reception) hall / living room / office / provincial government department"
jǐng,烃,hydrocarbon
tīng,听,"listen / hear / obey, let / allow
(literary pronunciation, still advocated in Taiwan) to rule / to sentence / to allow"
tíng,霆,clap of thunder
tíng,蜓,"dragonfly
see 蜻蜓[qing1 ting2]"
tíng,庭,"court / courtyard
main hall / front courtyard / law court"
tíng,停,to stop / to halt / to park (a car)
tíng,婷,graceful
tíng,亭,"pavilion
pavilion / booth / kiosk / erect"
tíng,葶,Draba nemerosa bebe carpa
tíng,廷,palace courtyard
tíng,莛,stalk of grass
tǐng,梃,a club (weapon)
tǐng,艇,"small boat
vessel / small ship"
tǐng,挺,"be straight and stiff / rather (good)
straight / erect / to stick out (a part of the body) / to (physically) straighten up / to support / to withstand / outstanding / (coll.) quite / very / classifier for machine guns"
tǐng,町,raised path between fields
tōng,通,"go through / know well / to connect / to communicate / open
classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc)"
tóng,瞳,pupil of the eye
tóng,佟,"(surname)
surname Tong"
tóng,茼,Chrysanthemum coronarium
tóng,潼,high / name of a pass
tóng,铜,"copper
copper (chemistry) / see also 紅銅|红铜[hong2 tong2] / CL:塊|块[kuai4]"
tóng,同,"like / same / similar / together / alike / with
see 衚衕|胡同[hu2 tong4]"
tóng,童,"(surname) / boy / child / children
child"
tóng,桐,"Aleurites cordata
tree name (variously Paulownia, Firmiana or Aleurites)"
tóng,彤,"(surname) / red
red"
tóng,酮,ketone
tóng,峒,"name of a mountain
variant of 峒[tong2]"
tóng,僮,"boy, name of an ethnic group in Guangxi
servant boy"
tǒng,统,to gather / to unite / to unify / whole
tǒng,筒,"tube / cylinder
variant of 筒[tong3]"
tǒng,捅,"poke through
to stab / to poke / to prod / to nudge / to disclose"
tǒng,桶,"pail / bucket / bin / barrel
bucket / (trash) can / barrel (of oil etc) / CL:個|个[ge4],隻|只[zhi1]"
tòng,痛,ache / pain / sorrow / deeply / thoroughly
tòng,恸,grief
tōu,偷,"to steal / to pilfer
to steal / to pilfer / to snatch / thief / stealthily"
tóu,投,"to throw / to send
to cast / to send / to throw oneself (into the river etc) / to seek refuge / to place oneself into the hands of"
tóu,骰,"cuboid bone / dice
dice"
tóu,头,"head, suff. for nouns
suffix for nouns"
dǒu,钭,a wine flagon
tòu,透,"to penetrate / thorough / penetrating / to pass through / to pierce
to penetrate / to pass through / thoroughly / completely / transparent / to appear / to show"
tū,凸,"(adj) convex; stick out
to stick out / protruding / convex / male (connector etc) / Taiwan pr. [tu2]"
tū,秃,bald / blunt
tū,突,"to dash / to move forward quickly
to dash / to move forward quickly / to bulge / to protrude / to break through / to rush out / sudden / Taiwan pr. [tu2]"
tú,荼,"Sonchus oleraceus
thistle / common sowthistle (Sonchus oleraceus) / bitter (taste) / cruel / flowering grass in profusion"
tú,图,"diagram / to plan / picture / drawing / chart
diagram / picture / drawing / chart / map / CL:張|张[zhang1] / to plan / to scheme / to attempt / to pursue / to seek"
tú,酴,yeast
tú,途,way / route / road
tú,涂,"to smear / daub, (surname) / to smear / daub / to apply (paint) / to spread
variant of 途[tu2]"
tú,徒,"apprentice / disciple
disciple / apprentice / believer / on foot / bare or empty / to no avail / only / prison sentence"
tú,屠,"slaughter / slaughter man
to slaughter (animals for food) / to massacre"
tǔ,土,"earth / dust
earth / dust / clay / local / indigenous / crude opium / unsophisticated / one of the eight ancient musical instruments 八音[ba1 yin1]"
tǔ,钍,"thorium
thorium (chemistry)"
tǔ,吐,"to spit, vomit
to vomit / to throw up"
tù,堍,side of bridge
tù,兔,rabbit
tù,菟,"dodder / cuscuta
dodder (Cuscuta sinensis, a parasitic vine with seeds having medicinal uses) / also called 菟絲子|菟丝子"
tuān,湍,to rush (of water)
tuán,团,"regiment / round / circular / group / society, dumpling
dumpling"
tuán,抟,"roll round with hand
to roll up into a ball with one's hands / spiral / circle / variant of 團|团[tuan2]"
tuàn,彖,"running hog
to foretell the future using the trigrams of the Book of Changes 易經|易经"
tūi,推,"push / refuse (responsibility) / shove
to push / to cut / to refuse / to reject / to decline / to shirk (responsibility) / to put off / to delay / to push forward / to nominate / to elect / massage"
túi,颓,"become bald / decadent
variant of 頹|颓[tui2]"
tǔi,腿,"leg
hip bone / old variant of 腿[tui3]"
tùi,退,to retreat / to decline / to move back / to withdraw
shùi,蜕,"exuviae of insects or reptiles
skin cast off during molting / exuvia / to pupate / to molt / to slough / to cast off an old skin or shell"
tūn,吞,to swallow / to take
tūn,暾,sun above the horizon
tún,臀,"butt / buttocks
old variant of 臀[tun2]"
tún,豚,suckling pig
tún,饨,Chinese ravioli
tún,屯,"to station (soldiers) / to store up, difficult / stingy
difficult / stingy"
tùn,褪,"fade / take off (clothes)
to slip out of sth / to hide sth in one's sleeve"
tuō,托,"to hold in one's hand / to entrust / to support in one's palm, entrust
to trust / to entrust / to be entrusted with / to act as trustee"
tuō,拖,"dragging (brush stroke in painting) / to drag along
to drag / to tow / to trail / to hang down / to mop (the floor) / to delay / to drag on"
tuō,脱,to shed / to take off / to escape / to get away from
tuó,佗,carry on the back
tuó,陀,(phonetic) / declivity / steep bank
tuó,橐,"sack / tube for blowing fire
sack / tube open at both ends / (onom.) footsteps"
tuó,坨,"lump / spherical substance
see 坨子[tuo2 zi5]"
tuó,鼍,"large water lizard
Chinese alligator (Alligator sinensis)"
tuó,驼,"humpback
variant of 駝|驼[tuo2]"
duò,柁,main beam of roof
tuó,跎,"stumble
to stumble / to waste time"
tuó,鸵,ostrich
tuó,酡,flushed (from drinking)
tuó,砣,"steelyard weight
steelyard weight / stone roller / to polish jade with an emery wheel"
tuó,沱,tearful / to branch (of river)
tuǒ,庹,length of 2 outstretched arms
tuǒ,妥,"secure / sound
suitable / adequate / ready / settled"
tuǒ,椭,ellipse
tuò,箨,sheath around joints of bamboo
tuò,唾,saliva / spit at
tuò,柝,watchman's rattle
wā,娲,"(surname) / sister of Fu2 Xi1
surname Wa / sister of legendary emperor Fu Xi 伏羲"
wā,挖,to dig / to excavate / to scoop out
wā,洼,"winding ditch, depression / sunken / swamp
depression / sunken / swamp"
wā,蛙,"frog
old variant of 蛙[wa1]"
wā,哇,"sound of child's crying
replaces 啊[a5] when following the vowel ""u"" or ""ao"""
wá,娃,baby / doll
wǎ,瓦,"tile
roof tile / abbr. for 瓦特[wa3 te4], watt (loan)"
wǎ,佤,"Kawa
Wa, Kawa or Va ethnic group of Myanmar, south China and southeast Asia"
wà,袜,"socks / stockings
variant of 襪|袜[wa4]"
wà,腽,"castor
blubber (animal fat)"
wāi,歪,"askew
to sprain (one's ankle) (Tw)"
wài,外,outside / in addition / foreign / external
wān,剜,"scoop out
to scoop out / to gouge out"
wān,湾,"bay / gulf
bay / gulf / to cast anchor / to moor (a boat)"
wān,蜿,to move (as snake)
wān,弯,"bend / bent
to bend / bent / a bend / a turn (in the road etc) / CL:道[dao4]"
wān,豌,peas
wán,完,to finish / to be over / whole / complete / entire
wán,丸,"pill
ball / pellet / pill"
wán,顽,mischievous / obstinate / to play / stupid / stubborn / naughty
wán,芄,Metaplexis stauntoni
wán,烷,alkane
wán,纨,white / white silk
wán,玩,"curios / antiques / to play / to amuse oneself, curios / antiques
variant of 玩[wan2] / Taiwan pr. [wan4]"
wǎn,宛,"(surname) / similar / winding
winding / as if"
wǎn,菀,luxuriance of growth
wǎn,碗,"bowl / cup
bowl / cup / CL:隻|只[zhi1],個|个[ge4]"
wǎn,琬,ensign of royalty
wǎn,惋,"regret, be sorry / alarmed
to sigh in regret or pity / Taiwan pr. [wan4]"
wǎn,绾,bind up / string together
wǎn,挽,"draw / pull / send funeral ode
variant of 挽[wan3] / to draw (a cart) / to lament the dead"
wǎn,婉,graceful / tactful
wǎn,畹,a field of 20 or 30 mu
wǎn,皖,"Anhui
abbr. for Anhui Province 安徽省[An1 hui1 Sheng3]"
wǎn,晚,evening / night / late
wàn,万,"Wan (surname) / ten thousand / a great number
ten thousand / a great number"
wàn,腕,"wrist
wrist / (squid, starfish etc) arm"
wāng,汪,"(surname) / expanse of water / ooze
expanse of water / ooze / (onom.) bark / classifier for liquids: pool, puddle"
wāng,尢,lame
wáng,王,"king / Wang (proper name)
to rule / to reign over"
wáng,亡,"to die / to perish
old variant of 亡[wang2]"
wǎng,枉,"in the wrong / in vain
to twist / crooked / unjust / in vain"
wǎng,网,"net / network, a net"
wǎng,罔,"deceive / there is none
to deceive / there is none / old variant of 網|网[wang3]"
wǎng,辋,tire / wheel band
wǎng,惘,"desolate
disappointed / perplexed"
wǎng,魍,elf / sprite
wǎng,往,"to go (in a direction) / past / previous / towards, toward / (of a train) bound for
old variant of 往[wang3]"
wàng,望,"hope / expect / to visit / to gaze (into the distance) / look towards / towards
15th day of month (lunar calendar) / old variant of 望[wang4]"
wàng,忘,to forget / to overlook / to neglect
wàng,妄,absurd / fantastic / presumptuous / rash
wàng,旺,"prosperous / flourishing / to prosper / to flourish
prosperous / flourishing / (of flowers) blooming / (of fire) roaring"
wēi,葳,luxuriant
wēi,巍,"high / lofty / towering / majestic
lofty / towering / Taiwan pr. [wei2]"
wēi,威,power / might / prestige
wēi,隈,bay / cove
wēi,煨,to simmer / to roast in ashes
wēi,逶,"winding, curving / swagger"
wēi,危,danger / to endanger / Taiwan pr. [wei2]
wēi,微,"micro / tiny / miniature
tiny / miniature / slightly / profound / abtruse / to decline / one millionth part of / micro- / Taiwan pr. [wei2]"
wēi,偎,to cuddle
wēi,崴,"high, lofty / precipitous"
wēi,萎,"spiritless / withered, wither
to wither / to drop / to decline / spiritless / Taiwan pr. [wei1]"
wěi,委,"crooked, give up / indeed / to commission
to entrust / to cast aside / to shift (blame etc) / to accumulate / roundabout / winding / dejected / listless / committee member / council / end / actually / certainly"
wéi,惟,-ism / only
wéi,韦,"(surname) / soft leather
soft leather"
wéi,违,to disobey / to violate / to separate / to go against
wéi,帷,curtain / screen
wéi,涠,still water
wéi,桅,mast
wéi,闱,door to women's room / gate to palace
wéi,围,"to circle / to surround
to encircle / to surround / all around / to wear by wrapping around (scarf, shawl)"
wéi,帏,curtain / women's apartment / tent
wéi,维,to preserve / to maintain / to hold together / dimension / vitamin (abbr. for 維生素|维生素[wei2 sheng1 su4])
wéi,嵬,rocky
wéi,潍,name of a river
wéi,唯,"-ism / only / alone, yes
yes"
wèi,为,"act as / take...to be / to be / to do / to serve as / to become, because of / for / to
variant of 為|为[wei4], because of / for / to"
wéi,圩,"dike
(dialect) country fair / country market"
wěi,隗,"(surname) / eminent / lofty
eminent / lofty"
wěi,鲔,little tuna / Euthynnus alletteratus
wěi,炜,"glow / raging fire
glowing / bright / brilliant"
wěi,尾,"tail
horse's tail / pointed posterior section of a locust etc"
wěi,苇,reed / rush / Phragmites communis
wěi,玮,(reddish jade) / precious / rare
wěi,痿,atrophy
wěi,猥,humble / rustic / plentiful
wěi,韪,correct / right
wěi,纬,"latitude
latitude / woof (horizontal thread in weaving) / weft"
wěi,伟,big / large / great
wěi,诿,to shirk / to give excuses
wěi,娓,active / comply with
wěi,洧,name of a river
wěi,伪,"false / fake / forged / bogus
variant of 偽|伪[wei3]"
wèi,渭,"name of a river
the Wei River in Shaanxi through the Guanzhong 關中|关中 plain"
wèi,慰,"reassure
to comfort / to console / to reassure"
wèi,卫,"to guard / to protect / to defend / (surname)
to guard / to protect / to defend / abbr. for 衛生|卫生, hygiene / health / abbr. for 衛生間|卫生间, toilet"
wèi,位,"position / location / (measure word for persons) / place / seat
position / location / place / seat / classifier for people (honorific) / classifier for binary bits (e.g. 十六位 16-bit or 2 bytes)"
wèi,尉,"(surname) / milit. official / to quiet
military officer"
wèi,畏,to fear
wèi,谓,"speak of
to speak / to say / to name / to designate / meaning / sense"
wèi,喂,"(interjection) hello / to feed (someone or some animal) / hey / telephone greeting, to feed
to feed"
wèi,味,"taste
taste / smell / classifier for drugs (in TCM)"
wèi,魏,"(surname) / name of a dynasty
tower over a palace gateway (old)"
wèi,未,"1-3 p.m. / 8th earthly branch / not yet / did not / have not / not
not yet / did not / have not / not / 8th earthly branch: 1-3 p.m., 6th solar month (7th July-6th August), year of the Sheep / ancient Chinese compass point: 210°"
wèi,胃,"stomach
stomach / CL:個|个[ge4]"
wèi,蔚,Artemisia japonica / luxuriant / resplendent / impressive
wēn,瘟,epidemic / pestilence / plague
wēn,温,"(luke)warm / to review
warm / lukewarm / temperature / to warm up / mild / soft / tender / to review (a lesson etc) / fever (TCM) / old variant of 瘟[wen1]"
wén,雯,multicolored clouds
wén,纹,"line / trace / mark
line / trace / mark / pattern / grain (of wood etc)"
wén,文,language / culture / writing / formal / literary / gentle / (old) classifier for coins / Kangxi radical 67
wén,阌,"wen xiang, Henan province"
wén,闻,"(surname) / hear / sniff at
to hear / news / well-known / famous / reputation / fame / to smell / to sniff at"
wén,蚊,"mosquito
old variant of 蚊[wen2]"
wěn,刎,cut across (throat)
wěn,吻,"kiss / mouth
variant of 吻[wen3]"
wěn,稳,settled / steady / stable
wèn,紊,"involved / tangled / disorder, involved / tangled
involved / tangled / disorderly / confused / chaotic / Taiwan pr. [wen4]"
wèn,璺,"a crack, as in porcelain"
wèn,汶,"name of a river
Wen River in northwest Sichuan (same as 汶川) / classical name of river in Shandong, used to refer to Qi 齊國|齐国"
wèn,问,to ask
wēng,嗡,"-oin (chem.) as in anisoin
(onom.) buzz / hum / drone"
wēng,翁,"(surname) / elderly person
elderly man / father / father-in-law / neck feathers of a bird (old)"
wěng,蓊,"a plant in bloom / thick
luxuriant vegetation"
wèng,瓮,"earthen jar / urn
variant of 甕|瓮[weng4]"
wō,窝,"nest
nest / pit or hollow on the human body / lair / den / place / to harbor or shelter / to hold in check / to bend / classifier for litters and broods"
wēi,倭,"Japanese / dwarf
dwarf / Japanese (derog.) (old)"
wō,莴,"(lettuce) / Lactuca sativa
lettuce, see 萵苣|莴苣"
wǒ,我,I / me / myself
wò,沃,"fertile / rich
fertile / rich / to irrigate / to wash (of river)"
wò,渥,"enrich / moisten
to enrich / to moisten"
wò,幄,tent
wò,卧,to lie / to crouch
wò,握,"shake hands / to hold / to grasp
to hold / to grasp / to clench (one's fist) / to master / classifier: a handful"
wò,斡,to turn
wò,龌,dirty / small-minded
wū,巫,"witch
witch / wizard / shaman / also pr. [wu2]"
wū,呜,"(onomat. for humming)
(onom.) for humming or whimpering"
wù,钨,"tungsten
tungsten (chemistry)"
wū,圬,to plaster / whitewash
wú,诬,to accuse falsely
wū,屋,"house / room
house / room / CL:間|间[jian1],個|个[ge4]"
wū,邬,surname Wu / ancient place name
wū,污,"see 污, dirt / filth
dirty / filthy / foul / corrupt / to smear / to defile / dirt / filth"
wū,乌,a crow / black
wú,毋,"no / not
(literary) no / don't / to not have / nobody"
wú,蜈,centipede
wú,无,-less / not to have / no / none / not / to lack / un-
wú,吴,"(surname) / province of Jiangsu
surname Wu / area comprising southern Jiangsu, northern Zhejiang and Shanghai / name of states in Southern China at different historical periods"
wú,吾,I / my (old)
wú,鼯,Petaurista leucogenys
wú,芜,overgrown with weeds
wú,梧,Sterculia platanifolia
wǔ,鹉,parrot
wǔ,捂,"resist, (v) seal up; muffle
to enclose / to cover with the hand (one's eyes, nose or ears) / to cover up (an affair) / contrary / to contradict"
wǔ,伍,"associate with / five / company
squad of five soldiers / to associate with / five (banker's anti-fraud numeral)"
wǔ,武,martial / military
wǔ,午,"11 a.m.-1 p.m. / 7th earthly branch / noon
7th earthly branch: 11 a.m.-1 p.m., noon, 5th solar month (6th June-6th July), year of the Horse / ancient Chinese compass point: 180° (south)"
wǔ,五,five / 5
wǔ,侮,"insult
to insult / to ridicule / to disgrace"
wǔ,怃,disappointed / startled
wǔ,妩,flatter / to please
wǔ,仵,"opponent
equal / well-matched / to violate"
wǔ,忤,disobedient / unfilial
wǔ,舞,to dance / to wield / to brandish
wǔ,庑,"veranda
small rooms facing or to the side of the main hall or veranda"
wù,戊,"5th heavenly stem
fifth of the ten Heavenly Stems 十天干[shi2 tian1 gan1] / fifth in order / letter ""E"" or roman ""V"" in list ""A, B, C"", or ""I, II, III"" etc / penta"
wù,骛,fast / greedy / run rapidly
